作者,讚數,時間,連結,貼文內容,clean_text,word_seg
馬萱芳,0,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1843898186125557,哇！599苗竹健康1日遊又來嘍4/22（一）含（早餐+午餐精緻桌菜）龍貓隧道新豐紅樹林勝興車站～愛情故事瑞絲香草田～紫色大溪南海名產休息站快滿嘍！,哇599苗竹健康1日遊又來嘍422一含早餐午餐精緻桌菜龍貓隧道新豐紅樹林勝興車站愛情故事瑞絲香草田紫色大溪南海名產休息站快滿嘍,苗竹 健康 422一 早餐 午餐 精緻 桌菜 龍貓隧道 新豐紅樹林勝興車站 愛情 故事 瑞絲 香草田 紫色 大溪 南海 名產 休息站
馬萱芳,1,2024-03-27,https://www.facebook.com/groups/traveler168/posts/1843897336125642,哇！599苗竹健康1日遊又來嘍4/22（一）含（早餐+午餐精緻桌菜）龍貓隧道新豐紅樹林勝興車站～愛情故事瑞絲香草田～紫色大溪南海名產休息站快滿嘍！,哇599苗竹健康1日遊又來嘍422一含早餐午餐精緻桌菜龍貓隧道新豐紅樹林勝興車站愛情故事瑞絲香草田紫色大溪南海名產休息站快滿嘍,苗竹 健康 422一 早餐 午餐 精緻 桌菜 龍貓隧道 新豐紅樹林勝興車站 愛情 故事 瑞絲 香草田 紫色 大溪 南海 名產 休息站
柏文創,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843769482805094, 兒童節Fun連假囉 4/5~7 日在台南正統鹿耳門聖母廟與神共舞‧神氣出巡 FUN嗨連假市集 兒童主題市集 小孩開心放電現場精彩活動有哪些?石頭爸爸說故事這次會出來哪一位腹語娃娃?是咬咬小恐龍?? 還是活潑可愛的喔耶小猴子?? 快來一起聽故事吧親子趣味競賽兒童節限定 小小神將體驗 神奇寶貝運動會全家一起來動一動 創造親子互動時光吧神奇寶貝見面會台南抓寶不夠 快來找神奇寶貝拍照吧不定時出沒 看看會遇到哪一隻?河馬出沒注意！專屬台南正統鹿耳門聖母廟 的粉紅河馬超大5米高粉紅氣球河馬&可愛萌萌豬快來找找在哪裡 一起拍照吧道格拉斯Hot Africa特技秀台南燈會 精彩表演 一定要看 錯過可惜營火晚會開心唱跳七彩泡泡秀多種闖關遊戲 好好玩7米高超大氣墊城堡特色市集 好吃好逛好好買廟徽公園野餐趣慶祝公園開幕 消費滿額贈送限量野餐墊 一起野餐趣4/7  學甲寮慈興宮宋江陣：09:00開館精彩演武市集 4/5&6 上午11點~下午9點 4/7 上午11點~下午8點氣墊4/5&6 下午2點~9點 4/7 下午2點~8點親子趣味競賽  4/5~7下午3點~5點 現場報名石頭爸爸說故事  4/5~7下午2點~3點道格拉斯Hot Africa特技秀 4/5&6 下午5點開始營火晚會 4/5~7下午6:30開始神奇寶貝見面會 不定時出沒 現場精彩活動不中斷 一起Fun電開心玩 有來有保庇、天天都好玩主辦單位  台南正統鹿耳門聖母廟協辦單位  台南市政府執行單位  Fun市集, 兒童節fun連假囉 457 日在台南正統鹿耳門聖母廟與神共舞神氣出巡 fun嗨連假市集 兒童主題市集 小孩開心放電現場精彩活動有哪些石頭爸爸說故事這次會出來哪一位腹語娃娃是咬咬小恐龍 還是活潑可愛的喔耶小猴子 快來一起聽故事吧親子趣味競賽兒童節限定 小小神將體驗 神奇寶貝運動會全家一起來動一動 創造親子互動時光吧神奇寶貝見面會台南抓寶不夠 快來找神奇寶貝拍照吧不定時出沒 看看會遇到哪一隻河馬出沒注意專屬台南正統鹿耳門聖母廟 的粉紅河馬超大5米高粉紅氣球河馬可愛萌萌豬快來找找在哪裡 一起拍照吧道格拉斯hot africa特技秀台南燈會 精彩表演 一定要看 錯過可惜營火晚會開心唱跳七彩泡泡秀多種闖關遊戲 好好玩7米高超大氣墊城堡特色市集 好吃好逛好好買廟徽公園野餐趣慶祝公園開幕 消費滿額贈送限量野餐墊 一起野餐趣47  學甲寮慈興宮宋江陣0900開館精彩演武市集 456 上午11點下午9點 47 上午11點下午8點氣墊456 下午2點9點 47 下午2點8點親子趣味競賽  457下午3點5點 現場報名石頭爸爸說故事  457下午2點3點道格拉斯hot africa特技秀 456 下午5點開始營火晚會 457下午630開始神奇寶貝見面會 不定時出沒 現場精彩活動不中斷 一起fun電開心玩 有來有保庇天天都好玩主辦單位  台南正統鹿耳門聖母廟協辦單位  台南市政府執行單位  fun市集,兒童節 連假囉  457 台南 鹿耳門聖母廟 神共舞 神氣 出巡 連假 市集  兒童 市集  小孩 開心 放電 現場 精彩 哪些 石頭 爸爸 故事 出來 腹語 娃娃 咬咬 小恐龍 活潑 可愛 耶小 猴子 故事 親子 趣味 競賽 兒童節 限定 小小 神將 體驗 神奇 寶貝 運動會 動一動 創造 親子 互動 時光 神奇 寶貝 見面 台南 神奇 寶貝 拍照 定時 出沒 看看 遇到 河馬 出沒 注意 專屬 台南 鹿耳門聖母廟 粉紅河馬 5米 粉紅 氣球 河馬 可愛 萌萌 找找 拍照 吧道格拉斯 特技秀 台南 燈會 精彩 表演 可惜 營火 晚會 開心 唱跳 七彩 泡泡秀 闖關 遊戲 好好玩 7米 氣墊 城堡 特色 市集  好吃 好逛 廟徽公園 野餐趣 慶祝 公園 開幕 消費 滿額 贈送 限量 野餐 野餐趣 學甲寮慈興宮 宋江陣 開館 精彩 演武 市集  上午11點 下午 9點  47  上午11點 下午8點 氣墊 下午 2點 9點  47  下午 2點8點 親子 趣味 競賽 下午3點 5點 現場 石頭 爸爸 故事 下午 2點3點 道格拉斯 特技秀 下午5點 營火 晚會  457 下午 神奇 寶貝 見面 定時 出沒 現場 精彩 開心 保庇 好玩 主辦 單位 台南 鹿耳門聖母廟 協辦 單位 台南市政府 執行 單位 市集
黃檸檬YELLOWLEMON,3,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843743276141048,去 #德國 造訪了好多堡！多到我都想吃漢堡。https://chic.tw/s/w9jd9aX這家據說是德國當地人心中排名第一的連鎖漢堡店，餐廳名字很有意思，來自格林童話「幸運的漢斯」，裝潢選用大量木材，幾乎每桌旁都有延伸到天花板的樹幹，打造出偽森林感，讓愛吃漢堡的我決定來試試。餐廳生意非常好，幾乎是座無虛席，而且感覺都是當地人，有到德國的話不妨來試試喔！,去 德國 造訪了好多堡多到我都想吃漢堡httpschictwsw9jd9ax這家據說是德國當地人心中排名第一的連鎖漢堡店餐廳名字很有意思來自格林童話幸運的漢斯裝潢選用大量木材幾乎每桌旁都有延伸到天花板的樹幹打造出偽森林感讓愛吃漢堡的我決定來試試餐廳生意非常好幾乎是座無虛席而且感覺都是當地人有到德國的話不妨來試試喔,德國 造訪 好多 漢堡 德國 當地人 排名 漢堡 餐廳 名字 有意思 來自 格林 童話 幸運 漢斯 裝潢 選用 大量 木材 延伸到 天花板 樹幹 打造出 漢堡 決定 試試 餐廳 生意 座無虛席 感覺 當地人 德國 試試
蕭茂義,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843721902809852,4/22苗竹健康1日遊599附早餐+午餐精緻桌菜#龍貓隧道新豐紅樹林#勝興車站～愛情故事#葛瑞絲香草田～紫色薰衣草#大溪南海名產休息站即將團,422苗竹健康1日遊599附早餐午餐精緻桌菜龍貓隧道新豐紅樹林勝興車站愛情故事葛瑞絲香草田紫色薰衣草大溪南海名產休息站即將團,苗竹 健康 早餐 午餐 精緻 桌菜 龍貓隧道 新豐紅樹林勝興車站 愛情 故事 葛瑞絲 香草田 紫色 薰衣草 大溪 南海 名產 休息站
Cherry Huang Cherry,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843704586144917,#台北出發 星宇 長榮札幌任我行５日-企鵝漫步、熊牧場、田中酒造、浪漫小樽、溫泉饗宴【千千】4/11.12 5/12.18售價27900起 尼克斯企鵝漫步昭和新山熊牧場浪漫小樽札幌一日自由行行程連結：https://tour.lifetour.com.tw/detail/CTST5JX23007......報名請洽：五福旅行社業務：黃秀琴手機：0938039846Line:hhc0101或行動條碼https://line.me/ti/p/AW7BCvVqnO,台北出發 星宇 長榮札幌任我行日企鵝漫步熊牧場田中酒造浪漫小樽溫泉饗宴千千41112 51218售價27900起 尼克斯企鵝漫步昭和新山熊牧場浪漫小樽札幌一日自由行行程連結httpstourlifetourcomtwdetailctst5jx23007報名請洽五福旅行社業務黃秀琴手機0938039846linehhc0101或行動條碼httpslinemetipaw7bcvvqno,台北 星宇 長榮 札幌 企鵝 漫步 熊牧場 田中酒造 浪漫 小樽 溫泉 饗宴 千千 售價 尼克斯 企鵝 漫步 昭和新山 熊牧場 浪漫 小樽 札幌 一日 自由行 五福旅行社
高樂天,3,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843677209480988,新店報報!!!!異人館旗下百年老屋懷舊咖啡廳，秒間彷彿置身在日本街頭「永發珈琲」。這間「永發珈琲」是在今年初才開幕復古風咖啡廳，據說是知名的異人館旗下新品牌，咖啡就開在台南赤崁樓附近店面，這排透天店面隱身許多知名品牌設立，這些店面動不動超過百年的歷史，這間店面原本是一家傳統的五金行，「永發咖啡」保留老屋原貌再注入日本復古風的元素，讓這棟百年咖啡廳唯美處處都好拍！＃永發珈琲 ＃赤崁樓美食 ＃台南 ＃懶人包 ＃台南美食 ＃中西區 ＃甜點 ＃日式 ＃咖啡 ＃樂天小高 ＃美食 ＃高樂天 ＃樂天 ＃吃,新店報報異人館旗下百年老屋懷舊咖啡廳秒間彷彿置身在日本街頭永發珈琲這間永發珈琲是在今年初才開幕復古風咖啡廳據說是知名的異人館旗下新品牌咖啡就開在台南赤崁樓附近店面這排透天店面隱身許多知名品牌設立這些店面動不動超過百年的歷史這間店面原本是一家傳統的五金行永發咖啡保留老屋原貌再注入日本復古風的元素讓這棟百年咖啡廳唯美處處都好拍永發珈琲 赤崁樓美食 台南 懶人包 台南美食 中西區 甜點 日式 咖啡 樂天小高 美食 高樂天 樂天 吃,新店報報 異人館 旗下 百年 老屋 懷舊 咖啡廳 秒間 置身 日本 街頭 永發珈琲 永發珈琲 今年初 開幕 復古風 咖啡廳 知名 異人館 旗下 品牌 咖啡 台南赤崁樓 店面 透天 店面 知名 品牌 設立 這些 店面 超過 百年 歷史 店面 傳統 永發咖啡 保留 老屋 原貌 注入 日本 復古風 元素 百年 咖啡廳 唯美 好拍 永發珈琲 赤崁樓 美食 台南 懶人包 台南美 中西區 甜點 咖啡 樂天小高 美食 高樂天 樂天
享受生活不無聊。規小孫,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843663929482316,苗栗卓蘭森林系小農料理！全預約制午間限定，不用住宿也可以來用餐呦～➤ enlifesun.com/theforestmuseum-food,苗栗卓蘭森林系小農料理全預約制午間限定不用住宿也可以來用餐呦 enlifesuncomtheforestmuseumfood,苗栗卓蘭 森林系 小農 料理 預約制 午間 限定 住宿 用餐呦
足來足往spa養生館,1,2024-03-03,https://www.facebook.com/groups/traveler168/posts/1829852314196811,韓國的朋友來拉。感謝他們分開一起來給我們按呢！歡迎您們在來喔！,韓國的朋友來拉感謝他們分開一起來給我們按呢歡迎您們在來喔,韓國 朋友 感謝 他們 分開 您們
跟著領隊玩,3,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843654126149963,米其林必比登輕鬆帶回家朋友啊！連續6年獲得米其林必比登推介的「雙月食品社」，竟然在Costco好市多推出招牌「阿甘剝皮辣椒雞湯」，嚴選Ｑ彈台灣土雞肉，入口香甜回甘又辣口的雞湯，還有愛恨椒芝麵讓人一口接一口！全文閱讀:https://taiwantour.info/bimonthly/,米其林必比登輕鬆帶回家朋友啊連續6年獲得米其林必比登推介的雙月食品社竟然在costco好市多推出招牌阿甘剝皮辣椒雞湯嚴選彈台灣土雞肉入口香甜回甘又辣口的雞湯還有愛恨椒芝麵讓人一口接一口全文閱讀httpstaiwantourinfobimonthly,米其林必比登 輕鬆 帶回 朋友 6年 獲得 米其林必比登 推介 雙月食品社 好市 推出 招牌 阿甘 剝皮 辣椒雞 選彈 台灣 土雞肉 入口 香甜 回甘 辣口 愛恨 椒芝麵 閱讀
現代魚販鮮活水產,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843559239492785,現代魚販鮮活水產,現代魚販鮮活水產,現代 魚販 鮮活 水產
謝露西,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843562516159124,#丹麥 疫情後新航最一開始的小促銷就是哥本哈根，買了機票後就決定來探索人生中第一次的北歐，住了可以說是哥本哈根最受歡迎的青年旅館Next House Copenhagen。很多人只會在哥本哈根待個3-4天，但我們選擇了在這裡待上整整一周多的時間，享受在這個城市安全悠閒的環境，度過一整趟旅程。Next House Copenhagen最讓我驚艷的價格便宜到一晚最低可以只要500台幣，而且裡面不只背包房，也有雙人或是4人房。如果你也是跟我們一樣來造訪丹麥的朋友，希望這篇的青旅開箱能夠幫助到你們去選擇哥本哈根的住宿。開箱文連結放在內文,丹麥 疫情後新航最一開始的小促銷就是哥本哈根買了機票後就決定來探索人生中第一次的北歐住了可以說是哥本哈根最受歡迎的青年旅館next house copenhagen很多人只會在哥本哈根待個34天但我們選擇了在這裡待上整整一周多的時間享受在這個城市安全悠閒的環境度過一整趟旅程next house copenhagen最讓我驚艷的價格便宜到一晚最低可以只要500台幣而且裡面不只背包房也有雙人或是4人房如果你也是跟我們一樣來造訪丹麥的朋友希望這篇的青旅開箱能夠幫助到你們去選擇哥本哈根的住宿開箱文連結放在內文,丹麥 疫情 新航 促銷 哥本哈根 機票 決定 探索 人生 北歐 哥本哈根 青年 旅館 哥本哈根 4天 待上 一周多 城市 安全 悠閒 環境 度過 旅程 驚艷 價格 便宜 一晚 500台幣 裡面 背包房 雙人 一樣 造訪 丹麥 朋友 青旅 開箱 幫助 你們 哥本哈根 住宿 開箱文 內文
嗨！老屋營業中,1,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843580602823982,訂位吧！,訂位吧,訂位
Cheryl Yeh,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843614022820640,這些必吃的泰式料理不只好吃 也很健康！下次到泰國旅遊吃美食不用罪惡了（誤）,這些必吃的泰式料理不只好吃 也很健康下次到泰國旅遊吃美食不用罪惡了誤,這些 泰式 料理 好吃 健康 泰國 美食 罪惡
Lucky hamburger ！,0,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843631702818872,Lucky hamburger ！──在 Lucky hamburger ！,lucky hamburger 在 lucky hamburger ,
曾瀞葳,4,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843644342817608,淡水紫藤滿開盛開ing這兒也是https://www.facebook.com/share/p/aoKXbJBudcoZdiFx/......,淡水紫藤滿開盛開ing這兒也是httpswwwfacebookcomsharepaokxbjbudcozdifx,淡水 紫藤 滿開 盛開 這兒
跟著領隊玩,9,2024-03-26,https://www.facebook.com/groups/traveler168/posts/1843552162826826,五峰秘境一日遊新竹的世外桃源，這裡是原住民泰雅族和賽夏族的聚落所在，軍閥少帥被軟禁在這裡，知名文學家三毛也在這住過，更有碳酸氫鈉泉可以泡呢！全文閱讀：https://taiwantour.info/wufeng-township-tour/,五峰秘境一日遊新竹的世外桃源這裡是原住民泰雅族和賽夏族的聚落所在軍閥少帥被軟禁在這裡知名文學家三毛也在這住過更有碳酸氫鈉泉可以泡呢全文閱讀httpstaiwantourinfowufengtownshiptour,五峰 秘境 一日 新竹 世外 桃源 原住民 泰雅族 賽夏族 聚落 所在 軍閥 少帥 軟禁 知名 文學家 三毛 碳酸氫鈉泉 閱讀
